Frame,Time,WRUX,WRUY,WRUZ,WRRX,WRRY,WRRZ,FARX,FARY,FARZ,FAUX,FAUY,FAUZ,CMC1X,CMC1Y,CMC1Z,CMC2X,CMC2Y,CMC2Z,CMC5X,CMC5Y,CMC5Z,MCP1X,MCP1Y,MCP1Z,MCP2X,MCP2Y,MCP2Z,MCP3X,MCP3Y,MCP3Z,MCP4X,MCP4Y,MCP4Z,MCP5X,MCP5Y,MCP5Z,IPX,IPY,IPZ,FT1X,FT1Y,FT1Z,PIP2X,PIP2Y,PIP2Z,DIP2X,DIP2Y,DIP2Z,FT2X,FT2Y,FT2Z,PIP3X,PIP3Y,PIP3Z,DIP3X,DIP3Y,DIP3Z,FT3X,FT3Y,FT3Z,PIP4X,PIP4Y,PIP4Z,DIP4X,DIP4Y,DIP4Z,FT4X,FT4Y,FT4Z,PIP5X,PIP5Y,PIP5Z,DIP5X,DIP5Y,DIP5Z,FT5X,FT5Y,FT5Z
1139,7.58667,499.057,118.524,-118.681,450.192,117.722,-109.151,465.226,124.209,-67.062,509.007,120.743,-62.985,423.472,95.289,-138.824,449.305,137.729,-145.559,491.318,127.779,-158.261,403.786,93.136,-167.632,431.613,163.947,-178.149,461.003,165.315,-187.9,481.258,153.708,-189.801,496.983,136.49,-192.882,394.198,83.298,-207.298,412.295,83.132,-225.208,417.783,148.74,-233.777,413.017,114.299,-244.228,413.984,100.137,-237.542,451.991,150.652,-244.921,437.526,114.997,-254.752,433.812,98.421,-246.152,480.428,132.079,-236.861,463.908,98.724,-252.438,450.028,87.618,-244.523,485.713,96.427,-224.63,471.445,73.15,-220.761,461.351,67.992,-214.457
1140,7.59333,499.03,118.779,-118.579,450.178,118.039,-109.041,465.229,124.399,-66.946,508.965,120.92,-62.906,423.406,95.618,-138.706,449.265,138.045,-145.473,491.292,128.071,-158.226,403.677,93.497,-167.525,431.584,164.214,-178.063,460.981,165.59,-187.823,481.227,153.987,-189.724,496.92,136.724,-192.817,394.114,83.694,-207.19,412.184,83.465,-225.082,417.77,149.065,-233.711,412.96,114.562,-244.082,413.782,100.483,-237.446,451.953,150.896,-244.836,437.416,115.251,-254.577,433.747,98.624,-245.977,480.398,132.271,-236.77,463.823,98.975,-252.307,449.93,87.89,-244.345,485.601,96.698,-224.561,471.393,73.393,-220.683,461.272,68.252,-214.264
1141,7.6,498.945,119.126,-118.44,450.067,118.371,-108.887,465.186,124.704,-66.791,508.929,121.137,-62.771,423.248,96.037,-138.532,449.173,138.434,-145.376,491.178,128.45,-158.156,403.515,93.92,-167.346,431.551,164.652,-177.991,460.916,165.931,-187.744,481.16,154.298,-189.655,496.871,136.996,-192.746,393.924,84.164,-207.008,412.038,83.861,-224.952,417.693,149.39,-233.612,412.812,114.869,-243.851,413.682,100.743,-237.15,451.857,151.129,-244.749,437.304,115.467,-254.341,433.573,98.9,-245.645,480.281,132.457,-236.641,463.678,99.114,-252.111,449.782,88.135,-244.135,485.386,96.909,-224.423,471.172,73.66,-220.467,461.122,68.549,-214.016
1142,7.60667,498.797,119.458,-118.306,449.957,118.825,-108.677,465.13,125.022,-66.579,508.835,121.394,-62.592,423.045,96.541,-138.378,449.007,138.864,-145.306,491.029,128.826,-158.056,403.291,94.382,-167.158,431.415,165.004,-177.965,460.82,166.265,-187.726,481.061,154.638,-189.635,496.731,137.354,-192.692,393.706,84.611,-206.823,411.817,84.21,-224.753,417.563,149.561,-233.565,412.698,115.11,-243.674,413.573,100.98,-236.889,451.745,151.324,-244.719,437.13,115.611,-254.05,433.408,99.068,-245.352,480.118,132.621,-236.523,463.482,99.252,-251.894,449.579,88.28,-243.803,485.118,97.215,-224.29,470.965,73.851,-220.205,460.953,68.851,-213.731
1143,7.61333,498.629,119.81,-118.181,449.889,119.177,-108.542,465.074,125.334,-66.329,508.738,121.646,-62.426,422.849,96.961,-138.233,448.89,139.261,-145.277,490.832,129.173,-157.956,403.049,94.818,-167.018,431.323,165.379,-177.904,460.69,166.623,-187.716,480.906,154.955,-189.597,496.589,137.633,-192.641,393.48,85.012,-206.723,411.622,84.515,-224.606,417.394,149.812,-233.529,412.554,115.361,-243.512,413.311,101.289,-236.775,451.612,151.505,-244.696,436.945,115.814,-253.782,433.213,99.289,-245.095,479.964,132.791,-236.42,463.282,99.393,-251.707,449.384,88.474,-243.579,484.897,97.425,-224.178,470.764,74.18,-220.089,460.793,69.13,-213.481
1144,7.62,498.47,120.047,-118.111,449.705,119.523,-108.453,464.992,125.592,-66.157,508.643,121.835,-62.294,422.644,97.347,-138.174,448.751,139.569,-145.227,490.686,129.475,-157.873,402.815,95.188,-166.944,431.166,165.73,-177.854,460.612,166.884,-187.634,480.828,155.236,-189.554,496.475,137.908,-192.593,393.272,85.466,-206.672,411.431,84.934,-224.558,417.297,150.12,-233.482,412.411,115.665,-243.388,413.177,101.553,-236.612,451.495,151.796,-244.663,436.767,116.074,-253.6,433.06,99.531,-244.907,479.839,133.007,-236.336,463.137,99.582,-251.589,449.236,88.666,-243.44,484.656,97.778,-224.161,470.571,74.455,-220.046,460.595,69.418,-213.391
1145,7.62667,498.392,120.177,-118.077,449.606,119.69,-108.422,464.903,125.747,-66.097,508.527,121.964,-62.215,422.496,97.626,-138.149,448.625,139.802,-145.17,490.601,129.616,-157.816,402.65,95.545,-166.953,431.152,166.032,-177.729,460.582,167.192,-187.55,480.791,155.493,-189.488,496.398,138.167,-192.534,393.065,85.961,-206.71,411.277,85.318,-224.6,417.247,150.481,-233.404,412.294,116.058,-243.304,413.065,101.933,-236.57,451.453,152.149,-244.598,436.697,116.461,-253.414,432.901,99.928,-244.836,479.763,133.295,-236.277,462.992,99.962,-251.508,449.073,89.076,-243.4,484.494,98.043,-224.179,470.351,74.752,-220.097,460.408,69.746,-213.459
1146,7.63333,498.309,120.179,-118.108,449.525,119.782,-108.434,464.802,125.823,-66.116,508.427,121.984,-62.247,422.347,97.8,-138.202,448.55,139.982,-145.104,490.533,129.727,-157.768,402.504,95.907,-167.017,431.188,166.319,-177.623,460.574,167.455,-187.439,480.768,155.757,-189.352,496.347,138.367,-192.446,392.948,86.439,-206.82,411.112,85.823,-224.724,417.227,150.977,-233.341,412.235,116.54,-243.297,413.017,102.391,-236.57,451.455,152.63,-244.522,436.544,117.007,-253.342,432.819,100.364,-244.885,479.705,133.647,-236.212,462.881,100.327,-251.528,448.948,89.421,-243.474,484.455,98.538,-224.33,470.19,75.153,-220.294,460.283,70.074,-213.622
1147,7.64,498.188,120.143,-118.133,449.418,119.801,-108.49,464.692,125.861,-66.206,508.318,121.996,-62.346,422.222,97.945,-138.328,448.495,140.094,-145.023,490.469,129.855,-157.717,402.392,96.176,-167.182,431.082,166.506,-177.484,460.603,167.723,-187.28,480.788,155.981,-189.215,496.279,138.556,-192.318,392.87,86.939,-206.991,411.035,86.294,-224.941,417.251,151.441,-233.247,412.191,117.081,-243.322,412.898,102.94,-236.713,451.47,153.107,-244.398,436.538,117.543,-253.323,432.759,100.945,-244.952,479.674,134.06,-236.125,462.847,100.93,-251.62,448.864,90.002,-243.633,484.392,98.916,-224.43,470.065,75.55,-220.528,460.163,70.507,-213.959
1148,7.64667,498.105,120.13,-118.191,449.285,119.818,-108.579,464.576,125.864,-66.326,508.217,121.967,-62.447,422.114,98.06,-138.483,448.479,140.188,-145.006,490.419,129.974,-157.681,402.321,96.399,-167.362,431.047,166.741,-177.366,460.623,167.961,-187.066,480.804,156.233,-189.063,496.264,138.799,-192.246,392.841,87.305,-207.207,410.975,86.805,-225.131,417.262,151.987,-233.174,412.18,117.614,-243.361,412.957,103.369,-236.749,451.453,153.678,-244.284,436.502,118.156,-253.384,432.732,101.45,-245.106,479.716,134.57,-236.128,462.852,101.451,-251.756,448.836,90.475,-243.858,484.32,99.378,-224.593,469.996,76.022,-220.877,460.06,70.876,-214.326
1149,7.65333,498.038,120.173,-118.268,449.183,119.871,-108.665,464.458,125.895,-66.465,508.134,121.967,-62.568,422.034,98.174,-138.632,448.383,140.351,-144.958,490.352,130.112,-157.662,402.262,96.615,-167.531,431.049,166.952,-177.255,460.594,168.206,-186.931,480.771,156.492,-188.946,496.254,139.11,-192.221,392.83,87.699,-207.427,411,87.196,-225.312,417.256,152.344,-233.113,412.158,118.079,-243.436,412.874,103.87,-236.892,451.446,154.193,-244.221,436.482,118.672,-253.448,432.715,101.984,-245.198,479.677,135.026,-236.091,462.824,102.013,-251.866,448.823,91.012,-244.049,484.303,99.816,-224.739,469.957,76.422,-221.206,460.023,71.3,-214.725
1150,7.66,497.95,120.333,-118.329,449.079,120.033,-108.745,464.318,126.028,-66.597,508.013,122.037,-62.663,421.972,98.334,-138.753,448.321,140.506,-145.013,490.296,130.326,-157.708,402.188,96.837,-167.708,430.974,167.139,-177.266,460.492,168.484,-186.916,480.709,156.749,-188.925,496.22,139.389,-192.221,392.843,87.931,-207.616,411.057,87.457,-225.47,417.217,152.647,-233.166,412.139,118.319,-243.476,412.911,104.086,-236.911,451.398,154.476,-244.227,436.456,119.012,-253.539,432.721,102.263,-245.288,479.645,135.379,-236.122,462.873,102.401,-252.019,448.842,91.351,-244.188,484.306,100.211,-224.91,469.969,76.849,-221.531,460.061,71.638,-215.017
1151,7.66667,497.812,120.575,-118.41,448.959,120.286,-108.82,464.181,126.237,-66.701,507.905,122.215,-62.757,421.858,98.58,-138.868,448.164,140.778,-145.134,490.216,130.532,-157.792,402.123,97.027,-167.848,430.852,167.389,-177.471,460.429,168.659,-187.072,480.633,156.96,-189.048,496.188,139.59,-192.3,392.823,88.047,-207.761,411.095,87.559,-225.598,417.185,152.761,-233.361,412.121,118.402,-243.555,412.905,104.15,-236.969,451.34,154.635,-244.367,436.462,119.087,-253.638,432.724,102.37,-245.353,479.644,135.563,-236.244,462.886,102.537,-252.097,448.874,91.509,-244.269,484.258,100.428,-225.02,469.965,77.034,-221.689,460.085,71.819,-215.211
1152,7.67333,497.702,120.833,-118.481,448.845,120.575,-108.957,464.045,126.49,-66.784,507.712,122.464,-62.798,421.753,98.853,-138.977,448.111,141,-145.376,490.103,130.798,-157.94,402.046,97.21,-167.965,430.778,167.535,-177.767,460.396,168.796,-187.383,480.574,157.086,-189.312,496.113,139.73,-192.472,392.772,88.141,-207.888,411.082,87.564,-225.666,417.115,152.749,-233.603,412.088,118.323,-243.653,412.824,104.137,-237.068,451.32,154.557,-244.646,436.393,119.019,-253.758,432.697,102.33,-245.424,479.614,135.576,-236.433,462.828,102.489,-252.203,448.851,91.479,-244.317,484.18,100.502,-225.155,469.879,77.141,-221.785,460.03,71.918,-215.351
1153,7.68,497.576,121.137,-118.553,448.722,120.945,-109.081,463.903,126.77,-66.819,507.582,122.705,-62.853,421.602,99.171,-139.084,448.031,141.277,-145.681,489.998,131.008,-158.153,401.918,97.451,-168.098,430.737,167.655,-178.192,460.321,168.858,-187.753,480.519,157.146,-189.642,496.014,139.779,-192.712,392.681,88.149,-207.95,411.017,87.501,-225.729,417.122,152.583,-234.032,412.028,118.165,-243.788,412.706,104.006,-237.19,451.256,154.373,-244.998,436.299,118.793,-253.902,432.608,102.13,-245.466,479.552,135.423,-236.654,462.752,102.271,-252.286,448.766,91.282,-244.335,484.05,100.439,-225.267,469.756,77.081,-221.871,459.957,71.887,-215.435
1154,7.68667,497.408,121.357,-118.673,448.625,121.274,-109.216,463.821,127.066,-66.893,507.476,122.963,-62.912,421.43,99.44,-139.19,447.859,141.492,-145.935,489.871,131.123,-158.379,401.754,97.585,-168.184,430.724,167.877,-178.554,460.162,168.894,-188.156,480.394,157.189,-189.958,495.947,139.839,-193.049,392.561,88.135,-208.002,410.874,87.406,-225.801,417.007,152.448,-234.351,411.872,117.994,-243.922,412.558,103.864,-237.27,451.136,154.156,-245.337,436.157,118.544,-254.008,432.446,101.968,-245.534,479.396,135.287,-236.886,462.586,102.055,-252.373,448.622,91.076,-244.368,483.88,100.345,-225.405,469.594,77.049,-221.99,459.808,71.85,-215.567
1155,7.69333,497.291,121.469,-118.833,448.503,121.481,-109.38,463.753,127.266,-67.014,507.364,123.109,-62.995,421.293,99.574,-139.268,447.698,141.626,-146.107,489.703,131.226,-158.565,401.577,97.679,-168.254,430.544,167.963,-178.758,459.996,168.991,-188.394,480.184,157.262,-190.187,495.793,139.889,-193.227,392.372,88.167,-208.034,410.64,87.391,-225.893,416.753,152.422,-234.512,411.649,117.92,-243.976,412.337,103.773,-237.322,450.881,154.114,-245.548,435.905,118.487,-254.064,432.22,101.917,-245.618,479.164,135.256,-237.084,462.361,102.015,-252.469,448.396,91.038,-244.437,483.649,100.391,-225.559,469.413,77.098,-222.141,459.625,71.889,-215.73
1156,7.7,497.152,121.543,-118.978,448.346,121.538,-109.476,463.656,127.364,-67.136,507.27,123.184,-63.137,421.103,99.646,-139.341,447.527,141.695,-146.194,489.461,131.356,-158.67,401.365,97.749,-168.303,430.28,168.065,-178.812,459.77,169.074,-188.457,479.932,157.383,-190.279,495.596,140.014,-193.362,392.158,88.259,-208.076,410.352,87.458,-225.978,416.509,152.473,-234.57,411.384,118.012,-243.994,412.073,103.855,-237.374,450.567,154.229,-245.628,435.602,118.58,-254.083,431.958,101.979,-245.664,478.874,135.373,-237.176,462.098,102.118,-252.566,448.139,91.115,-244.566,483.361,100.572,-225.683,469.178,77.249,-222.295,459.418,72.013,-215.93
1157,7.70667,496.913,121.63,-119.073,448.151,121.556,-109.528,463.471,127.442,-67.242,507.124,123.198,-63.301,420.913,99.681,-139.382,447.249,141.788,-146.158,489.231,131.444,-158.684,401.105,97.842,-168.332,429.877,168.008,-178.72,459.467,169.226,-188.412,479.671,157.543,-190.25,495.225,140.229,-193.355,391.857,88.458,-208.123,410.038,87.693,-226.072,416.196,152.644,-234.525,411.049,118.227,-244.002,411.712,104.052,-237.424,450.205,154.49,-245.579,435.236,118.886,-254.072,431.603,102.206,-245.741,478.538,135.609,-237.183,461.78,102.404,-252.668,447.869,91.37,-244.669,483.071,100.808,-225.769,468.903,77.515,-222.499,459.11,72.249,-216.149
1158,7.71333,496.669,121.662,-119.142,447.92,121.522,-109.54,463.265,127.446,-67.317,506.963,123.236,-63.422,420.667,99.721,-139.386,447.002,141.834,-146.056,488.998,131.561,-158.681,400.843,97.966,-168.33,429.579,168.195,-178.521,459.12,169.439,-188.228,479.337,157.776,-190.132,494.951,140.45,-193.332,391.501,88.736,-208.157,409.641,88.037,-226.131,415.798,153.048,-234.346,410.658,118.655,-243.903,411.366,104.419,-237.383,449.801,154.91,-245.434,434.873,119.333,-254.035,431.215,102.63,-245.734,478.155,135.993,-237.149,461.393,102.859,-252.702,447.455,91.803,-244.777,482.718,101.152,-225.844,468.568,77.855,-222.64,458.808,72.502,-216.307
1159,7.72,496.431,121.707,-119.155,447.615,121.553,-109.485,463.001,127.461,-67.342,506.747,123.323,-63.498,420.365,99.794,-139.355,446.745,141.909,-145.913,488.69,131.738,-158.619,400.559,98.124,-168.29,429.203,168.397,-178.241,458.781,169.687,-187.95,478.999,158.052,-189.935,494.602,140.771,-193.251,391.174,89.04,-208.13,409.224,88.468,-226.172,415.439,153.448,-234.09,410.303,119.116,-243.8,410.985,104.885,-237.385,449.421,155.379,-245.219,434.451,119.763,-253.957,430.839,103.099,-245.733,477.757,136.461,-237.038,460.984,103.371,-252.692,447.121,92.202,-244.799,482.372,101.532,-225.856,468.192,78.219,-222.724,458.416,72.883,-216.44
1160,7.72667,496.12,121.898,-119.128,447.302,121.636,-109.394,462.749,127.519,-67.326,506.491,123.471,-63.539,420.084,99.901,-139.299,446.399,142.095,-145.734,488.382,131.957,-158.528,400.218,98.31,-168.22,428.856,168.628,-178,458.39,169.995,-187.771,478.624,158.372,-189.762,494.272,141.097,-193.117,390.84,89.358,-208.058,408.868,88.776,-226.142,415.103,153.822,-233.918,409.93,119.447,-243.705,410.658,105.22,-237.259,449.021,155.77,-245.027,434.054,120.238,-253.895,430.475,103.459,-245.675,477.38,136.855,-236.912,460.633,103.761,-252.622,446.776,92.648,-244.776,482.003,101.934,-225.798,467.913,78.667,-222.774,458.142,73.281,-216.474
1161,7.73333,495.822,122.154,-119.073,447.042,121.773,-109.305,462.487,127.644,-67.251,506.225,123.636,-63.509,419.824,100.066,-139.2,446.055,142.297,-145.618,488.032,132.243,-158.436,399.9,98.515,-168.106,428.436,168.892,-177.844,457.962,170.257,-187.598,478.216,158.663,-189.644,493.869,141.476,-192.994,390.542,89.588,-207.955,408.54,89.079,-226.026,414.648,154.136,-233.75,409.543,119.759,-243.605,410.313,105.514,-237.126,448.49,156.165,-244.851,433.655,120.539,-253.828,430.095,103.835,-245.554,476.979,137.247,-236.822,460.245,104.148,-252.593,446.353,92.992,-244.688,481.625,102.318,-225.773,467.595,78.988,-222.775,457.821,73.575,-216.45
1162,7.74,495.553,122.43,-118.985,446.772,121.992,-109.173,462.244,127.797,-67.121,506.007,123.837,-63.428,419.51,100.282,-139.082,445.703,142.547,-145.486,487.682,132.528,-158.335,399.594,98.707,-167.983,428.072,169.072,-177.644,457.542,170.531,-187.447,477.803,158.991,-189.529,493.513,141.785,-192.936,390.192,89.776,-207.828,408.233,89.307,-225.897,414.284,154.37,-233.609,409.15,120.005,-243.463,409.801,105.839,-237.073,448.026,156.405,-244.738,433.179,120.832,-253.747,429.703,104.076,-245.475,476.518,137.597,-236.716,459.835,104.533,-252.528,446.012,93.314,-244.669,481.313,102.677,-225.723,467.222,79.327,-222.752,457.483,73.89,-216.481
1163,7.74667,495.258,122.703,-118.914,446.472,122.245,-109.048,462.01,127.979,-66.978,505.741,124.098,-63.331,419.199,100.522,-138.971,445.368,142.797,-145.425,487.333,132.851,-158.287,399.268,98.897,-167.836,427.634,169.298,-177.607,457.163,170.765,-187.393,477.447,159.244,-189.506,493.15,142.074,-192.9,389.875,89.905,-207.692,407.898,89.475,-225.762,413.93,154.527,-233.557,408.774,120.161,-243.388,409.507,105.96,-236.899,447.561,156.63,-244.679,432.846,120.959,-253.667,429.305,104.295,-245.343,476.118,137.811,-236.659,459.475,104.724,-252.44,445.657,93.564,-244.608,480.946,102.942,-225.676,466.939,79.612,-222.691,457.188,74.139,-216.439
1164,7.75333,494.967,123.003,-118.856,446.267,122.456,-108.957,461.794,128.188,-66.79,505.531,124.326,-63.237,418.93,100.737,-138.879,445.064,143.031,-145.452,487.027,133.061,-158.281,398.981,99.046,-167.735,427.288,169.408,-177.657,456.782,170.942,-187.483,477.096,159.443,-189.557,492.825,142.281,-192.941,389.556,89.925,-207.543,407.554,89.498,-225.623,413.624,154.647,-233.606,408.433,120.134,-243.33,409.163,105.993,-236.824,447.245,156.635,-244.736,432.441,120.985,-253.636,428.988,104.3,-245.289,475.747,137.889,-236.691,459.136,104.753,-252.425,445.321,93.578,-244.511,480.604,103.077,-225.636,466.663,79.726,-222.617,456.922,74.26,-216.365
1165,7.76,494.724,123.249,-118.841,446.019,122.708,-108.94,461.611,128.371,-66.663,505.316,124.6,-63.14,418.731,100.881,-138.823,444.785,143.205,-145.516,486.768,133.257,-158.356,398.775,99.097,-167.67,426.975,169.476,-177.781,456.481,171,-187.62,476.773,159.549,-189.678,492.517,142.424,-193.05,389.298,89.89,-207.442,407.302,89.397,-225.516,413.343,154.583,-233.703,408.109,120.038,-243.34,408.863,105.898,-236.757,446.843,156.58,-244.85,432.088,120.909,-253.658,428.632,104.18,-245.265,475.394,137.88,-236.761,458.825,104.737,-252.466,445.004,93.524,-244.473,480.327,103.139,-225.667,466.382,79.827,-222.655,456.668,74.289,-216.396
1166,7.76667,494.598,123.348,-118.901,445.897,122.799,-108.969,461.492,128.459,-66.644,505.172,124.75,-63.127,418.584,100.922,-138.828,444.603,143.26,-145.597,486.536,133.383,-158.471,398.624,99.061,-167.626,426.674,169.498,-177.911,456.183,171.018,-187.754,476.492,159.589,-189.824,492.286,142.468,-193.178,389.066,89.724,-207.394,407.059,89.286,-225.531,413.049,154.453,-233.773,407.802,119.918,-243.351,408.591,105.792,-236.757,446.489,156.51,-244.961,431.734,120.812,-253.718,428.354,104.1,-245.31,475.067,137.853,-236.888,458.513,104.699,-252.545,444.707,93.421,-244.536,480.027,103.168,-225.782,466.133,79.837,-222.769,456.453,74.297,-216.548
1167,7.77333,494.48,123.314,-119.024,445.801,122.748,-109.072,461.43,128.454,-66.725,505.101,124.786,-63.198,418.508,100.842,-138.88,444.444,143.209,-145.651,486.391,133.373,-158.609,398.503,98.946,-167.656,426.44,169.43,-177.932,455.941,171.003,-187.832,476.26,159.587,-189.925,492.08,142.479,-193.329,388.923,89.556,-207.386,406.821,89.177,-225.571,412.78,154.39,-233.797,407.541,119.861,-243.39,408.374,105.72,-236.793,446.146,156.53,-244.997,431.446,120.83,-253.767,428.069,104.083,-245.403,474.746,137.912,-236.997,458.212,104.776,-252.676,444.449,93.436,-244.69,479.768,103.252,-225.958,465.937,79.9,-222.979,456.301,74.331,-216.796
1168,7.78,494.421,123.214,-119.135,445.728,122.616,-109.177,461.375,128.362,-66.901,505.055,124.717,-63.372,418.449,100.668,-138.961,444.329,143.065,-145.704,486.284,133.329,-158.749,398.438,98.759,-167.7,426.216,169.311,-177.871,455.728,170.983,-187.834,476.046,159.58,-189.949,491.884,142.535,-193.437,388.788,89.41,-207.418,406.617,89.132,-225.653,412.546,154.377,-233.759,407.288,119.917,-243.45,408.15,105.713,-236.887,445.814,156.609,-245.001,431.16,120.922,-253.828,427.797,104.153,-245.603,474.498,137.949,-237.153,457.825,104.848,-252.964,444.239,93.546,-244.939,479.57,103.311,-226.144,465.75,80.025,-223.318,456.105,74.386,-217.169
1169,7.78667,494.384,123.093,-119.295,445.686,122.417,-109.287,461.316,128.218,-67.13,505.036,124.59,-63.574,418.439,100.414,-139.064,444.201,142.911,-145.706,486.176,133.233,-158.855,398.401,98.573,-167.782,426.041,169.192,-177.763,455.497,170.962,-187.78,475.863,159.573,-189.961,491.709,142.592,-193.524,388.673,89.28,-207.472,406.445,89.107,-225.783,412.321,154.438,-233.709,407.066,119.991,-243.529,407.904,105.785,-237.032,445.5,156.757,-244.976,430.833,121.081,-253.92,427.553,104.243,-245.771,474.197,138.138,-237.244,457.568,105.045,-253.159,444.018,93.736,-245.269,479.349,103.465,-226.402,465.617,80.15,-223.704,455.977,74.466,-217.653
1170,7.79333,494.345,122.951,-119.436,445.655,122.138,-109.428,461.281,128.052,-67.336,505.041,124.457,-63.773,418.459,100.143,-139.17,444.124,142.743,-145.697,486.113,133.109,-158.877,398.405,98.39,-167.878,425.89,169.059,-177.64,455.295,170.923,-187.659,475.678,159.582,-189.908,491.573,142.701,-193.594,388.605,89.172,-207.555,406.267,89.107,-225.977,412.078,154.523,-233.613,406.885,120.119,-243.576,407.711,105.886,-237.195,445.195,156.948,-244.914,430.62,121.344,-253.994,427.337,104.428,-246.035,473.958,138.398,-237.307,457.406,105.421,-253.405,443.865,93.935,-245.542,479.213,103.698,-226.659,465.52,80.416,-224.139,455.872,74.603,-218.199
1171,7.8,494.306,122.792,-119.57,445.592,121.841,-109.552,461.242,127.857,-67.51,505.027,124.34,-63.921,418.458,99.889,-139.327,444.041,142.566,-145.663,486.05,133.052,-158.919,398.395,98.194,-168.015,425.737,168.94,-177.504,455.148,170.902,-187.537,475.543,159.616,-189.823,491.481,142.792,-193.589,388.595,89.07,-207.687,406.159,89.131,-226.186,411.983,154.651,-233.536,406.761,120.313,-243.671,407.577,106.07,-237.393,444.993,157.201,-244.831,430.467,121.655,-254.085,427.206,104.663,-246.268,473.763,138.678,-237.335,457.257,105.767,-253.563,443.758,94.123,-245.824,479.122,103.927,-226.833,465.467,80.672,-224.571,455.806,74.767,-218.707
1172,7.80667,494.261,122.673,-119.664,445.551,121.609,-109.631,461.164,127.642,-67.652,505.028,124.25,-64.09,418.473,99.665,-139.477,443.966,142.4,-145.667,486.008,133,-158.943,398.417,98.006,-168.169,425.627,168.836,-177.425,455.045,170.891,-187.473,475.469,159.658,-189.778,491.475,142.868,-193.553,388.582,88.925,-207.838,406.133,89.097,-226.378,411.95,154.717,-233.528,406.751,120.452,-243.792,407.534,106.181,-237.576,444.85,157.38,-244.785,430.35,121.839,-254.23,427.144,104.798,-246.47,473.658,138.895,-237.364,457.23,106.012,-253.761,443.738,94.353,-246.13,479.109,104.101,-226.95,465.472,80.808,-224.818,455.857,74.898,-219.101
1173,7.81333,494.226,122.628,-119.732,445.524,121.373,-109.768,461.108,127.486,-67.764,504.966,124.183,-64.197,418.515,99.484,-139.631,443.932,142.298,-145.717,486.02,132.923,-159.074,398.485,97.828,-168.32,425.56,168.734,-177.449,454.967,170.854,-187.471,475.409,159.652,-189.787,491.452,142.909,-193.603,388.589,88.745,-207.986,406.135,89.02,-226.525,411.994,154.736,-233.625,406.784,120.477,-243.957,407.449,106.142,-237.77,444.77,157.423,-244.801,430.327,121.9,-254.427,427.162,104.829,-246.726,473.616,139.016,-237.444,457.254,106.203,-253.964,443.772,94.467,-246.422,479.135,104.199,-227.099,465.541,80.906,-225.123,455.927,74.949,-219.496
1174,7.82,494.229,122.589,-119.777,445.529,121.271,-109.871,461.084,127.36,-67.863,504.914,124.161,-64.256,418.589,99.346,-139.763,443.937,142.195,-145.818,486.023,132.895,-159.156,398.553,97.68,-168.467,425.513,168.579,-177.541,454.925,170.779,-187.55,475.385,159.626,-189.859,491.481,142.911,-193.68,388.675,88.537,-208.103,406.17,88.885,-226.675,412.109,154.688,-233.817,406.855,120.4,-244.157,407.5,106.131,-237.998,444.718,157.42,-244.872,430.323,121.901,-254.685,427.206,104.783,-247.002,473.601,139.063,-237.566,457.287,106.273,-254.159,443.823,94.479,-246.644,479.195,104.233,-227.237,465.633,80.991,-225.419,456.007,74.927,-219.872
1175,7.82667,494.245,122.571,-119.815,445.536,121.177,-109.942,461.064,127.271,-67.927,504.911,124.129,-64.283,418.622,99.256,-139.903,443.97,142.097,-145.958,486.039,132.87,-159.23,398.656,97.554,-168.64,425.51,168.455,-177.706,454.936,170.696,-187.689,475.417,159.546,-189.959,491.541,142.88,-193.771,388.774,88.324,-208.262,406.218,88.721,-226.874,412.319,154.593,-234.066,407.025,120.34,-244.444,407.559,106.05,-238.265,444.759,157.34,-245.004,430.407,121.837,-254.966,427.288,104.761,-247.366,473.647,139.027,-237.712,457.403,106.274,-254.395,443.969,94.435,-246.969,479.302,104.176,-227.362,465.779,80.99,-225.643,456.119,74.895,-220.258
1176,7.83333,494.261,122.577,-119.817,445.537,121.145,-110.02,461.047,127.211,-67.973,504.905,124.087,-64.296,418.67,99.197,-140.078,444.03,142.015,-146.166,486.093,132.848,-159.333,398.8,97.441,-168.869,425.523,168.29,-178.06,454.997,170.521,-187.958,475.476,159.485,-190.184,491.755,142.805,-193.986,388.905,88.03,-208.428,406.329,88.403,-227.08,412.628,154.366,-234.426,407.204,120.099,-244.761,407.706,105.847,-238.603,444.878,157.137,-245.217,430.627,121.665,-255.366,427.452,104.532,-247.777,473.801,138.9,-237.892,457.662,106.171,-254.59,444.156,94.259,-247.261,479.496,104.094,-227.487,465.997,80.893,-225.942,456.284,74.791,-220.65
1177,7.84,494.244,122.651,-119.806,445.521,121.14,-110.082,461.027,127.165,-67.968,504.884,124.095,-64.291,418.743,99.193,-140.275,444.041,142.009,-146.432,486.15,132.818,-159.454,398.963,97.307,-169.091,425.588,168.114,-178.484,455.105,170.355,-188.304,475.56,159.314,-190.398,491.899,142.671,-194.13,389.082,87.635,-208.613,406.461,88.052,-227.293,412.905,154.077,-234.883,407.506,119.789,-245.21,407.939,105.524,-238.959,445.113,156.818,-245.544,430.917,121.395,-255.817,427.667,104.283,-248.305,473.985,138.638,-238.134,457.917,105.929,-254.824,444.436,93.943,-247.625,479.725,103.875,-227.581,466.226,80.736,-226.155,456.532,74.539,-221.052
